,Name,Address,City,State,Postal Code,Telephone,Overall Niche Grade,Public Schools,Crime & Safety,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute
169,Buffalo Wild Wings,2601 N Service Rd,Moore,OK,73160,(405) 794-9647,A,A,B-,A-,A,A-,NG,A-,A-,B+,A-,C+,B+
170,Buffalo Wild Wings,3388 Cherokee Springs Rd,Tahlequah,OK,74464,(918) 414-9464,A-,B+,A,B+,A-,A-,NG,B,B,A-,B+,B-,A-
171,Buffalo Wild Wings,2126 N Van Buren St,Enid,OK,73703,(580) 237-9453,A-,B,B-,A-,A-,B,B,A-,B+,A-,B,D,B+
172,Buffalo Wild Wings,1151 N 20th St,Broken Arrow,OK,74012,(918) 286-3555,A,A-,C-,B+,A,A-,NG,B+,B+,B+,A-,B+,B+
173,Buffalo Wild Wings,7568 S Olympia Ave,Tulsa,OK,74132,(918) 445-9953,A-,A+,C-,A-,A-,B+,NG,A-,B+,B+,B-,C+,B-
174,Buffalo Wild Wings,1333 N Santa Fe Ave Ste 106,Edmond,OK,73003,(405) 340-9647,A,A+,C,A-,B,A,NG,A-,A-,B+,A-,C,A-
175,Buffalo Wild Wings,1130 W Shawnee St,Muskogee,OK,74401,(918) 682-9464,B-,C+,C,B-,A-,C+,NG,C+,B+,A-,B-,C+,B
176,Buffalo Wild Wings,6222 E 41st St,Tulsa,OK,74135,(918) 398-7111,A,B,C-,B-,A,B+,A-,B+,B+,B+,A-,B+,A-
177,Buffalo Wild Wings,2350 SE Washington Blvd Ste 418,Bartlesville,OK,74006,(918) 333-9440,A,A-,B-,A,B,A-,NG,A-,B+,A-,A-,C+,A-
178,Buffalo Wild Wings,2080 S Highway 66,Claremore,OK,74019,(918) 872-9453,B+,A-,B,A-,B-,B+,NG,A,B,A-,B-,C+,C+
179,Buffalo Wild Wings,9263 N Owasso Expy,Owasso,OK,74055,(918) 376-4911,A,A,C-,A-,A-,A-,NG,A-,B+,B+,A-,B,B+
180,Buffalo Wild Wings,909 W I 35 Frontage Rd,Edmond,OK,73034,(405) 285-0667,A+,A+,C,A-,A,A,B+,A,A-,B+,A-,D+,A-
181,Buffalo Wild Wings,1701 N Perkins Rd,Stillwater,OK,74075,(405) 533-2356,A,A+,B-,B-,A,B+,NG,B,B+,B,B-,C-,A
182,Buffalo Wild Wings,11651 S 73rd St,Papillion,NE,68046,(402) 596-9464,A+,A,B+,A,A-,A+,B-,A+,B-,B+,A,A,B+
183,Buffalo Wild Wings,205 N 76th St,Omaha,NE,68114,(402) 343-9464,A,A-,C,B,A,A,B+,B,B-,B,A,A,A-
184,Buffalo Wild Wings,7301 S 27th St Ste 100,Lincoln,NE,68512,(402) 328-2999,A+,A+,B-,A-,A-,A+,B,A-,B-,B+,A,A-,B
185,Buffalo Wild Wings,809 Allen Dr,Grand Island,NE,68803,(308) 381-7983,A-,B,B-,B,A-,B+,B,B,C+,A-,B+,B,A-
186,Buffalo Wild Wings,1328 P St,Lincoln,NE,68508,(402) 475-2999,A-,A-,B-,C-,A+,B,B-,C-,B-,B,A,A-,A
187,Buffalo Wild Wings,14615 W Maple Rd Ste 100,Omaha,NE,68116,(402) 492-9464,A+,A+,C,A,A,A+,B,A,B-,B+,A-,A,B
188,Buffalo Wild Wings,10525 S 15th St Suite 100,Bellevue,NE,68123,(402) 991-9464,A+,A-,B+,A-,A-,A+,A-,A+,B-,B+,A-,A-,B+
189,Buffalo Wild Wings,8701 Andermatt Dr,Lincoln,NE,68526,(402) 488-2999,A,A,B-,A,B-,A+,C+,A,B-,B+,A,B+,C+
190,Buffalo Wild Wings,5208 2nd Ave,Kearney,NE,68847,(308) 238-2288,A,B,B+,B+,A,A-,B,A-,C+,A-,A-,B+,A-
191,Buffalo Wild Wings,4287 S 144th St,Omaha,NE,68137,(402) 861-9464,A,A-,C,B+,A,A,B,B+,B-,B+,A-,A,A-
192,Buffalo Wild Wings,627 Cross Keys Rd,Sicklerville,NJ,08081,(856) 728-0382,B+,B-,B-,C,A-,B+,A,B-,B,C+,B+,A-,B
193,Buffalo Wild Wings,2164 N 2nd St,Millville,NJ,08332,(856) 825-8344,B-,C+,C,C-,A-,C+,A,C-,B,C+,B,B,A-
194,Buffalo Wild Wings,4311 Black Horse Pike Hamilton Mall,Mays Landing,NJ,08330,(609) 272-3001,B,B-,C+,C,A-,B,A,C-,B-,C,A-,A-,B
195,Buffalo Wild Wings,1598 Nixon Dr,Moorestown,NJ,08057,(856) 234-4282,A+,A+,B,B,A-,A+,B,A-,B-,C,A,A,A-
196,Buffalo Wild Wings,"2 Rt. 37 West, Unit C-4 Crossroads Center of Toms River",Toms River,NJ,08753,(848) 224-4107,B+,B,B+,C,A,B+,B,B,B,C,A-,A-,A-
197,Buffalo Wild Wings,2241 Us Highway 1,North Brunswick,NJ,08902,(732) 297-9413,A,A-,B,C+,A,A,A+,B,B-,C,A,A,A-
198,Buffalo Wild Wings,1599 Us Highway 22,Watchung,NJ,07069,(908) 222-9464,A,A+,A-,C,B-,A+,B+,B+,B-,C-,A+,A,B
199,Buffalo Wild Wings,970 Us Highway 22,Bridgewater,NJ,08807,(908) 704-9300,A+,A+,A-,B,A-,A+,A,B+,B-,C,A+,B+,B
200,Buffalo Wild Wings,2770 Hooper Ave,Brick,NJ,08723,(732) 475-7645,B,C+,B+,C-,A-,C+,B,B-,B,C,A-,B-,A-
201,Buffalo Wild Wings,343 Mount Hope Ave,Rockaway,NJ,07866,(973) 361-9464,A,A,A-,C+,A-,A,B+,B,B-,C,A,B,A-
202,Buffalo Wild Wings,180 Highway 35 Ste 2004,Eatontown,NJ,07724,(732) 542-9464,A-,B+,B,C,A-,A-,A,B-,B,C,A,A,A-
203,Buffalo Wild Wings,1540 Us Highway 46,Parsippany,NJ,07054,(973) 588-5501,A+,A+,A-,C+,A,A+,A,B,B-,C,A+,A,B+
204,Buffalo Wild Wings,470 Harmon Meadow Blvd,Secaucus,NJ,07094,(201) 348-0824,A-,B+,B-,C,A,A-,A,B-,B,C-,A-,A,B+
205,Buffalo Wild Wings,625 Us Highway 1 S,Iselin,NJ,08830,(732) 218-5385,A,A-,B,B-,A-,A,A,B,B-,C,A-,A,B+
206,Buffalo Wild Wings,1701 W Edgar Rd,Linden,NJ,07036,(908) 474-0069,B,C,C+,D+,A,C+,A+,C,B-,C,A,A,A
207,Buffalo Wild Wings,144 State Route 31 Ste 100,Flemington,NJ,08822,(908) 483-2300,A,A+,A,B-,B-,A+,B,B,B-,C,A+,A,B
208,Buffalo Wild Wings,167 Us Highway 9,Morganville,NJ,07751,(732) 334-6050,A,A+,B,B,B-,A+,B,B+,B-,C,A,B,B
209,Buffalo Wild Wings,1740 Prairie Ave,Cheyenne,WY,82009,(307) 635-9968,A-,B+,B-,B+,B-,B+,B,A,C+,B-,A-,C+,A-
210,Buffalo Wild Wings,5071 E 2nd St,Casper,WY,82609,(307) 265-9453,B,B-,B,B-,A-,C+,B-,B+,D-,B-,A-,C-,A-
211,Buffalo Wild Wings,2550 S Douglas Hwy,Gillette,WY,82718,(307) 257-2163,B-,C+,B,B,A-,C+,B-,B+,C-,B-,B,C-,A-
212,Buffalo Wild Wings,85 Western Ave,South Portland,ME,04106,(207) 541-9464,A-,B-,B,C+,A,A-,B-,B-,C+,C+,A+,A,A
213,Buffalo Wild Wings,648 Turner St Ste 2,Auburn,ME,04210,(207) 689-3700,B,C-,B,C+,A-,B,B-,B-,C,B-,A-,A,A-
214,Buffalo Wild Wings,461 Stillwater Ave,Bangor,ME,04401,(207) 922-2500,B+,B+,B+,C+,A,B,B-,C+,C+,B-,A-,B,A-
215,Buffalo Wild Wings,1690 SE Delaware Ave Ste 117,Ankeny,IA,50021,(515) 964-1029,A,A,C+,A,A,A,B-,A,B-,B+,B+,B-,A-
216,Buffalo Wild Wings,2805 NW Arterial,Dubuque,IA,52002,(563) 584-9464,A,B+,B-,B+,A-,A,B-,A,C+,B+,B+,B,A-
217,Buffalo Wild Wings,4345 Merle Hay Rd,Des Moines,IA,50310,(515) 270-9464,A,B,C+,B+,A,A-,A-,A-,B-,B+,A-,B-,A-
218,Buffalo Wild Wings,6406 University Ave Ste A,Cedar Falls,IA,50613,(319) 553-0029,A,A,C+,A-,A,A,B-,A-,B-,B+,A-,C+,A
219,Buffalo Wild Wings,400 S Duff Ave Ste 101,Ames,IA,50010,(515) 232-9464,A+,A+,B+,A-,A,A+,A-,A-,B-,B+,A,B-,A
220,Buffalo Wild Wings,974 Lawrence St,Burlington,IA,52601,(319) 754-9464,B,C+,C,B,A-,C+,B,B,B+,A-,B+,C-,A-
221,Buffalo Wild Wings,2020 Edgewood Rd SW,Cedar Rapids,IA,52404,(319) 390-6995,A-,B,B-,B,A,B,B,B,B,A-,A-,C+,A-
222,Buffalo Wild Wings,2608 2nd Ave,Muscatine,IA,52761,(563) 263-0285,B+,B-,B-,B,A-,B,B+,A-,B+,A-,B-,C+,A-
223,Buffalo Wild Wings,6925 Mills Civic Pkwy,West Des Moines,IA,50266,(515) 221-9464,A+,A+,C+,A,A,A+,B+,A+,B-,B+,A-,B,B
224,Buffalo Wild Wings,1100 Blairs Ferry Rd NE,Cedar Rapids,IA,52402,(319) 378-8886,A,A,B-,A-,A,A,B,A-,B,A-,A-,C+,A
225,Buffalo Wild Wings,3311 SE 14th St,Des Moines,IA,50320,(515) 288-1306,B+,B-,C+,B,A,B+,A,B+,B-,B+,B+,B-,A-
226,Buffalo Wild Wings,2900 S 25th St,Clinton,IA,52732,(563) 242-3002,A-,B+,B-,B+,A-,B+,B-,B,B,A-,B+,B-,A-
227,Buffalo Wild Wings,201 S Clinton St Ste 120,Iowa City,IA,52240,(319) 887-9464,A,A,B,B-,A,A,B+,B,B,B,A,B-,A
228,Buffalo Wild Wings,4175 4th St SW,Mason City,IA,50401,(641) 421-9464,A-,B,B-,B+,A,B+,B-,B,B-,A,B+,B-,A
229,Buffalo Wild Wings,4860 Utica Ridge Rd,Davenport,IA,52807,(563) 359-0800,A-,B,C,B-,A,A-,B+,B,B,B,A-,A-,B
230,Buffalo Wild Wings,2500 Corridor Way Ste 1,Coralville,IA,52241,(319) 338-9464,A+,A+,B,A,B+,A+,A-,A,B,B+,A,B-,A
231,Buffalo Wild Wings,3701 Metro Dr Ste 100,Council Bluffs,IA,51501,(712) 366-0067,B,C+,C+,B-,A,B,B,B-,B-,A-,B,A-,A-
232,Buffalo Wild Wings,5001 Sergeant Rd Ste 355,Sioux City,IA,51106,(712) 266-9464,B+,B,B-,A-,A,B+,B,B+,C+,A-,B,C,B
233,Buffalo Wild Wings,2909 5th Ave S,Fort Dodge,IA,50501,(515) 573-1182,B+,C+,C,B+,A,B,B,B-,B-,A,B+,B-,A-
234,Buffalo Wild Wings,218 S 3rd St,Bismarck,ND,58504,(701) 323-9464,B+,B-,B-,A-,A-,B,B,A,C-,A-,A-,C-,B
235,Buffalo Wild Wings,1501 42nd St S,Fargo,ND,58103,(701) 356-9464,A,B+,B-,B-,A+,A-,B,A-,C-,B+,A,B+,A
236,Buffalo Wild Wings,417 Reiger Dr,Williston,ND,58801,(701) 609-5445,B,C,B-,A-,A,C+,B,A+,C-,A-,C+,D+,A-
237,Buffalo Wild Wings,3545 W Ridge Dr,Dickinson,ND,58601,(701) 761-2382,B+,C,B+,B+,A-,B-,B-,A+,C-,A-,B+,C-,A-
238,Buffalo Wild Wings,2717 S Columbia Rd,Grand Forks,ND,58201,(701) 775-9464,A,A-,B-,B,A,A-,B,B+,C-,B+,A-,B,A-
239,Buffalo Wild Wings,1515 19th Ave N,Fargo,ND,58102,(701) 280-9464,A,B+,B-,B,A,A-,B,A-,C-,B+,A-,B+,A
240,Buffalo Wild Wings,3820 S Broadway,Minot,ND,58701,(701) 838-9464,B,B-,C+,B,A,C+,B,A,C-,B+,B+,D,B
241,Buffalo Wild Wings,518 Highway 17 N,North Myrtle Beach,SC,29582,(843) 281-9464,A-,A-,C-,C,A-,B-,B,B-,B+,B-,A-,A-,A
242,Buffalo Wild Wings,109 Grandview Dr Ste 1,Summerville,SC,29483,(843) 851-9242,A-,A-,C+,B,A,A-,A-,B,B+,B+,B+,A-,A-
243,Buffalo Wild Wings,1990 Oakheart Rd,Myrtle Beach,SC,29579,(843) 236-6868,B+,A-,C-,B,A,B,B+,B-,B+,B,B+,B-,C+
244,Buffalo Wild Wings,4959 Centre Pointe Dr Ste 104,North Charleston,SC,29418,(843) 529-5394,B+,B,C,C+,A,B-,A,B-,B+,B,A-,B-,A-
245,Buffalo Wild Wings,4500 Devine St,Columbia,SC,29205,(803) 738-8090,A+,A-,C-,B-,A,A-,A-,B-,A-,B-,A-,B+,A
246,Buffalo Wild Wings,10056 Two Notch Rd,Columbia,SC,29223,(803) 865-5222,A,A,C-,B+,A-,A-,A,B-,A-,B,A-,B+,B+
247,Buffalo Wild Wings,1000 Bower Pkwy,Columbia,SC,29212,(803) 407-3431,A+,A,C+,A,A-,A,A-,A-,A-,B+,A-,B+,B
248,Buffalo Wild Wings,2599 David H Mcleod Blvd,Florence,SC,29501,(843) 292-8995,A,B,C-,B,A,B+,A,B-,A-,B+,B+,B,A-
249,Buffalo Wild Wings,5570 Sunset Blvd Ste A,Lexington,SC,29072,(803) 957-2999,A+,A+,C+,A,A-,A+,B,A-,A-,B+,B+,A-,B+
250,Buffalo Wild Wings,121 Robert Smalls Pkwy,Beaufort,SC,29906,(843) 525-0142,B+,C,C+,C+,B+,B-,A,B-,A-,B+,A,B,B+
251,Buffalo Wild Wings,1460 Meeting Blvd Ste 119,Rock Hill,SC,29730,(803) 328-9464,B+,B,C+,B-,A-,B,A,C+,A-,B+,A-,B-,B+
252,Buffalo Wild Wings,2625 Broad St,Sumter,SC,29150,(803) 469-7400,B+,C,C,C+,A,B,A,C+,A-,B+,B+,B+,A-
253,Buffalo Wild Wings,1125 Woodruff Rd Ste 1300,Greenville,SC,29607,(864) 286-3843,A+,A-,C+,B+,A,A,A,B,B+,B+,A,A-,A-
254,Buffalo Wild Wings,1494 Wo Ezell Blvd,Spartanburg,SC,29301,(864) 576-0257,A-,A-,C+,B,A,B+,A,B,B+,B+,B+,C+,A-
255,Buffalo Wild Wings,7030 W 105th St,Overland Park,KS,66212,(913) 341-9464,A+,A,B,A-,A,A+,B+,A-,B,B+,A+,A-,B
256,Buffalo Wild Wings,3236 N Rock Rd Ste 190,Wichita,KS,67226,(316) 636-9464,A,C+,C,B,A-,B,A-,A-,B+,B+,B+,C+,B
257,Buffalo Wild Wings,1918 N Rock Rd,Derby,KS,67037,(316) 788-9464,A,B,C,A-,A-,A-,B,A-,B+,A-,A-,B,B+
258,Buffalo Wild Wings,12110 S Strang Line Rd,Olathe,KS,66062,(913) 393-0638,A+,A,B,A,A-,A+,B+,A,B,B+,A,A-,A-
259,Buffalo Wild Wings,1231 Moro St,Manhattan,KS,66502,(785) 323-9464,A+,A,NG,B,A,A+,B+,B,B,B,A,B+,A
260,Buffalo Wild Wings,1227 SW Wanamaker Rd Ste 400,Topeka,KS,66604,(785) 783-2999,A,B,C-,B,A,B+,B+,B,B,A-,B+,B+,A-
261,Buffalo Wild Wings,101 W 29th St Ste A,Pittsburg,KS,66762,(620) 232-5737,A-,B,B+,B,A,B+,B,B,B+,A-,B+,C+,A-
262,Buffalo Wild Wings,2626 Iowa St,Lawrence,KS,66046,(785) 865-1616,A+,A,NG,B,A,A,NG,B,B,B,A-,A-,A
263,Buffalo Wild Wings,2588 S 9th St,Salina,KS,67401,(785) 452-9829,A-,B-,C+,B,A,B+,B+,B,B,A-,A-,B+,A-
264,Buffalo Wild Wings,2413 N Maize Rd,Wichita,KS,67205,(316) 722-9464,A,B+,C,A-,B+,A,B-,A,B+,B+,B+,B,B-
265,Buffalo Wild Wings,1710 N Waldron St,Hutchinson,KS,67502,(620) 664-9022,B+,B-,B,B+,B+,B,B-,B+,B,A-,B,C,B
266,Buffalo Wild Wings,1530 LaRue St Ste 100 Schulman Crossing Shopping Center,Garden City,KS,67846,(620) 272-0322,B+,B,B,B+,A-,B,A,B+,C,A-,B,D,A-
267,Buffalo Wild Wings,5041 S 4th St. Trafficway,Leavenworth,KS,66048,(913) 250-0510,A-,B,C+,B+,A-,B+,A-,B+,B,A-,B+,B,A-
268,Buffalo Wild Wings,13749 Metcalf Ave,Overland Park,KS,66223,(913) 227-4688,A+,A+,B,A,A,A+,B+,A,B,B,A+,A-,B
269,Buffalo Wild Wings,1012 Massachusetts St,Lawrence,KS,66044,(785) 838-9464,A,B+,NG,C+,A,B+,B,B-,B,B,A,B-,A
270,Buffalo Wild Wings,2303 Clover Basin Dr,Longmont,CO,80503,(303) 485-9464,A+,A,B,B,B-,A+,B,A-,C+,C,A+,A,A-
271,Buffalo Wild Wings,404 Marshall Rd,Superior,CO,80027,(303) 497-9464,A+,A,B,B+,A-,A+,B,A,C+,C,A+,A+,A
272,Buffalo Wild Wings,10090 Grant St,Thornton,CO,80229,(720) 929-9464,B,C,B-,C+,A,B-,A,B,C+,C+,A-,A-,A-
273,Buffalo Wild Wings,2025 Prairie Center Pkwy,Brighton,CO,80601,(303) 655-9464,B,C-,B-,C+,A,B-,A,B+,C+,C+,A,A-,A-
274,Buffalo Wild Wings,7425 N Academy Blvd,Colorado Springs,CO,80920,(719) 594-9464,A+,A,C+,B+,A-,A,B+,B+,B-,C+,A+,A-,B+
275,Buffalo Wild Wings,5821 N Elizabeth St,Pueblo,CO,81008,(719) 543-9464,B,C+,C-,B-,A-,C+,A,B-,B,B-,A-,C,B
276,Buffalo Wild Wings,150 E Harmony Rd,Fort Collins,CO,80525,(970) 266-9464,A+,A,B,B,A,A,B,B+,C+,C,A+,A,A-
277,Buffalo Wild Wings,2905 Geyser Dr,Colorado Springs,CO,80906,(719) 219-1500,A,A,C+,C+,A,B+,A-,B-,B-,C,A+,B,A-
278,Buffalo Wild Wings,16540 Washington St,Thornton,CO,80023,(303) 524-3800,A+,A-,A-,B,A-,A+,B,A,C+,C-,A,A,A-
279,Buffalo Wild Wings,15570 W 64th Ave,Arvada,CO,80007,(303) 467-2999,A,B+,C+,B,B+,A,C+,A-,C+,C,A,A-,A-
280,Buffalo Wild Wings,10500 Garden Dr,Aurora,CO,80012,(720) 213-1100,A,A-,C+,B-,A,A-,A+,C+,C+,C+,A+,A,A
281,Buffalo Wild Wings,1505 Rocky Mountain Ave,Loveland,CO,80538,(970) 461-1999,A-,B,B,B-,A-,B+,B,B+,C+,C+,A+,B+,A-
282,Buffalo Wild Wings,7607 E 36th Ave,Denver,CO,80238,(303) 322-0551,A+,B,C,B,A,A,B,A,C+,C,A+,A,A-
283,Buffalo Wild Wings,980 Sgt Jon Stiles Dr,Highlands Ranch,CO,80129,(303) 471-5492,A+,A-,B+,B+,B,A+,B,A+,C+,C,A+,A,A-
284,Buffalo Wild Wings,2412 Highway 6 And 50,Grand Junction,CO,81505,(970) 242-3151,B,C+,C+,C+,A-,B-,B,B-,B-,C+,A,B-,B
285,Buffalo Wild Wings,4711 29th St Unit A,Greeley,CO,80634,(970) 330-9988,A-,C+,B,B,A-,B+,A-,A-,C+,B-,A,A,A-
286,Buffalo Wild Wings,8255 S Chester St Ste 200,Englewood,CO,80112,(303) 768-9464,A+,A,C+,B+,A,A,B+,A,C+,C,A+,A-,A-
287,Buffalo Wild Wings,3900 River Point Pkwy,Englewood,CO,80110,(303) 789-9280,B+,C+,C+,C,A,B-,A,B-,C+,C+,A+,A,A
288,Buffalo Wild Wings,6100 S Main St,Aurora,CO,80016,(720) 870-4475,A,A,C+,B,A-,A+,B+,A,C+,C,A+,A,B+
289,Buffalo Wild Wings,10436 Town Center Dr Ste 100,Broomfield,CO,80021,(303) 465-2999,A,B+,C+,B,A,A-,B+,B+,C+,C+,A+,A,A-
290,Buffalo Wild Wings,8350 W 80th Ave,Arvada,CO,80005,(303) 424-2999,A,B+,C+,B+,B-,A,B,A-,C+,C+,A,A,A-
291,Buffalo Wild Wings,415 S Wadsworth Blvd,Lakewood,CO,80226,(720) 963-9464,A,B+,C+,C+,A,B+,A,B-,C+,C,A+,A,A
292,Buffalo Wild Wings,5138 S Wadsworth Blvd,Littleton,CO,80123,(303) 978-9424,A,B+,C+,B,A,A-,B+,B+,C+,C,A+,A,A-
293,Buffalo Wild Wings,715 Mountain View Rd,Rapid City,SD,57702,(605) 721-9464,A,B,C+,B,A-,B+,B,A,C+,B+,A,B-,A-
294,Buffalo Wild Wings,2700 9th Ave SE,Watertown,SD,57201,(605) 878-3777,A-,A-,B,B+,A-,A-,B-,B+,C-,A-,A-,B,A-
295,Buffalo Wild Wings,2601 S Louise Ave Ste 100,Sioux Falls,SD,57106,(605) 274-2382,A,B+,C+,B+,A,A-,B,A-,C,B+,A-,B+,A-
296,Buffalo Wild Wings,1801 6th St,Brookings,SD,57006,(605) 592-9049,A+,A,A-,B+,A,A,B-,A-,C,B+,A-,B-,A
297,Buffalo Wild Wings,909 N West Ave,Sioux Falls,SD,57104,(605) 334-2711,A-,B+,C+,B,A,B+,A-,B,C,A-,A-,B,A
298,Buffalo Wild Wings,32 W Joyce Blvd,Fayetteville,AR,72703,(479) 251-9464,A,A,C+,B,A,A-,B+,B,B+,B,A-,C+,A
299,Buffalo Wild Wings,4104 Central Ave,Hot Springs National Park,AR,71913,(501) 525-9453,B+,B+,C-,B-,A-,B,B,B-,B,B+,B,B,A-
300,Buffalo Wild Wings,6938 W Sunset Ave,Springdale,AR,72762,(479) 419-5374,A,A,C+,A-,A-,A,A-,A-,B+,B+,A-,B,B+
301,Buffalo Wild Wings,14800 Cantrell Rd,Little Rock,AR,72223,(501) 868-5279,A-,C,C-,B-,A-,B,A-,A-,B+,B,B,B-,B
302,Buffalo Wild Wings,675 Amity Rd,Conway,AR,72032,(501) 205-1940,A-,A-,C+,B+,A,B+,A-,B,B,A-,B+,C+,B+
303,Buffalo Wild Wings,6550 Rogers Ave,Fort Smith,AR,72903,(479) 222-6700,A,A,C,B,A,A-,A-,B,B+,B+,B+,B+,B+
304,Buffalo Wild Wings,4600 Silver Creek Dr,Sherwood,AR,72120,(501) 819-0192,B+,C,C-,B,A-,C+,A-,B+,B+,A-,B+,C+,B
305,Buffalo Wild Wings,2212 Skyline Dr,Russellville,AR,72802,(479) 967-1288,B+,B,C+,B+,A-,B,B,B,B,A-,B+,C+,C+
306,Buffalo Wild Wings,1503 Red Wolf Blvd,Jonesboro,AR,72401,(870) 336-3920,B+,B,C+,B-,A,B,A-,B-,B+,B+,B,C+,A-
307,Buffalo Wild Wings,1195 Hometown Cmns,Mountain Home,AR,72653,(870) 492-9465,B,B,A,B,A-,B,C+,B-,B+,A-,B,C+,A-
308,Buffalo Wild Wings,7206 Alcoa Rd,Benton,AR,72015,(501) 778-9464,B+,B,B-,B+,A-,B,B,B+,B,A-,B,C+,B+
309,Buffalo Wild Wings,3990 N Steele Blvd,Fayetteville,AR,72703,(479) 251-9464,A,A,C+,B,A,A-,B+,B,B+,B,A-,C+,A
310,Buffalo Wild Wings,2212 E Parkway Dr,Russellville,AR,72802,(479) 967-1288,B+,B,C+,B+,A-,B,B,B,B,A-,B+,C+,C+
311,Buffalo Wild Wings,2707 SE Moberly Ln,Bentonville,AR,72712,(479) 254-9464,A+,A+,B,A+,A-,A+,A-,A,B+,A-,A-,B+,A-
312,Buffalo Wild Wings,23 W Union St,Athens,OH,45701,(740) 594-9464,A,B+,B+,C,A,A-,B-,C,B-,B,B+,B+,A
313,Buffalo Wild Wings,1283 N Memorial Dr,Lancaster,OH,43130,(740) 689-2533,B+,B,B,B,A-,B+,B-,B,B-,A-,B+,A-,A-
314,Buffalo Wild Wings,3920 E Broad St,Columbus,OH,43213,(614) 453-9464,B+,C,C,C,A,B-,A,C+,B-,B+,A-,A-,A-
315,Buffalo Wild Wings,6340 Prentiss School Pl,Canal Winchester,OH,43110,(614) 837-8080,A,A-,B,B+,A-,A,A-,B+,C+,B+,B,A-,B
316,Buffalo Wild Wings,2386 Taylor Square Dr,Reynoldsburg,OH,43068,(614) 860-9464,A-,B+,C,B,A-,A-,A,B+,B-,B+,A-,A-,B
317,Buffalo Wild Wings,1352 Brandywine Blvd,Zanesville,OH,43701,(740) 454-9464,B,B,B-,B,A-,B+,B-,B-,B-,A-,B-,B+,A-
318,Buffalo Wild Wings,215 Upper River Rd,Gallipolis,OH,45631,(740) 446-7891,B,B-,B-,B+,A-,B,B-,B,A-,A-,C+,B-,B
319,Buffalo Wild Wings,61333 Southgate Rd,Cambridge,OH,43725,(740) 421-9464,B,B-,C+,B,A-,B,C+,B,B-,A-,B-,B,B
320,Buffalo Wild Wings,2386 Taylor Park Dr,Reynoldsburg,OH,43068,(614) 860-9464,A-,B+,C,B,A-,A-,A,B+,B-,B+,A-,A-,B
321,Buffalo Wild Wings,1001 Ironton Hills Dr,Ironton,OH,45638,(740) 533-9299,B,B-,B,B+,A-,B-,C+,B,A-,A,B-,B-,B-
322,Buffalo Wild Wings,475 N Houk Rd,Delaware,OH,43015,(740) 363-9464,A,A-,A-,B+,A-,A+,B-,A,B-,B+,A,A-,A-
323,Buffalo Wild Wings,6595 Perimeter Loop Rd,Dublin,OH,43017,(614) 766-9464,A+,A+,C,A,A-,A+,B+,A,B-,B,A-,A-,B+
324,Buffalo Wild Wings,630 Claremont Ave,Ashland,OH,44805,(419) 281-9464,A-,B,B+,B+,A-,A,C+,B+,C+,A-,B+,A-,A-
325,Buffalo Wild Wings,50633 Valley Frontage Rd,Saint Clairsville,OH,43950,(740) 695-2800,B+,B,B+,A-,B,B,B,B+,C+,A,B-,C+,A-
326,Buffalo Wild Wings,968 W 5th Ave,Columbus,OH,43212,(614) 298-9464,A+,B,C,B,A+,A-,B,A-,B-,B-,A,A-,A
327,Buffalo Wild Wings,8465 Pearl Rd,Strongsville,OH,44136,(440) 243-9464,A,A,C-,A-,A-,A,B,B+,C,B+,A-,A-,A-
328,Buffalo Wild Wings,200 Biggs Blvd,Harrison,OH,45030,(513) 202-9464,B+,B-,C-,B+,A-,B,C+,B+,C+,A-,A-,A-,B-
329,Buffalo Wild Wings,3555 Navarre Ave Ste 1,Oregon,OH,43616,(419) 691-9453,B+,B+,C-,B,A-,B+,B,B,C+,A-,B,A-,A-
330,Buffalo Wild Wings,9062 State Route 14,Streetsboro,OH,44241,(330) 626-1515,B+,B,B+,B,A-,B+,B,B+,C-,B+,B+,B-,B-
331,Buffalo Wild Wings,2082 S Alex Rd,Dayton,OH,45449,(937) 847-2999,B,C+,C,C+,A,B-,B+,B-,B-,B+,B+,A-,A-
332,Buffalo Wild Wings,2137 Polaris Pkwy,Columbus,OH,43240,(614) 985-3164,A+,A+,A-,A,A+,A+,A-,A,B-,B,A-,A-,C+
333,Buffalo Wild Wings,5433 Mayfield Rd,Cleveland,OH,44124,(440) 605-9464,A,A,C-,B+,A-,A,B+,B+,D+,B+,A-,A-,A-
334,Buffalo Wild Wings,5240 Bethel Center Mall,Columbus,OH,43220,(614) 459-2999,A+,A,C,B,A,A+,B+,A-,B-,B,A,A-,A-
335,Buffalo Wild Wings,1690 Georgesville Square Dr,Columbus,OH,43228,(614) 870-8220,A-,B+,C,B-,A,B+,A,B-,B-,B+,A-,B+,A-
336,Buffalo Wild Wings,235 Lincoln Way W,Massillon,OH,44647,(330) 837-2999,B,A-,C+,A-,A-,B+,C+,B,C+,A,B-,B+,B
337,Buffalo Wild Wings,18865 Giles Rd,Aurora,OH,44202,(330) 562-2150,A,A,B+,B+,A-,A+,B,A-,C-,B,A-,A-,B
338,Buffalo Wild Wings,1960 N Bechtle Ave,Springfield,OH,45504,(937) 390-9464,B+,B-,C-,B,A,B,B-,B-,B-,A-,B,B+,A
